text,sentiment
Amar bas waste of time chinta hocche 🤮,negative
Assignmentttt ta vibe ta just okay choltese,neutral
amar tension er khub khrp 😞 😂,negative
amar thik e ache asol ...,neutral
khawa ta onno rokom chilo 💥,positive
bazar e ki bolbo mojadar chilo 💥 ...,positive
job ta tension er hoye gelo 👎,negative
Friend ra mama adhure atke gelam 😭 ...,negative
Coding ta matha betha baje lagse 😞,negative
weather ta khoob mojadar laglo 🔥 😅,positive
Ajker boringggg khuuub khrp ❌,negative
Chayer adda ta awesome cupai gelo 🔥 ...,positive
movie ta onekta disgusting hoilo na,negative
Movie ta khb onno rokom chilo 🔥 🙄,positive
laptop ta khoob common hoy,neutral
Bus e puro kono rokom choltese ...,neutral
Laptop ta mone hoy agoon dekha jabe 😍,positive
Result ta ar ki mind blowing enjoy korlam 🔥 😂,positive
match ta ghatiya chinta hocche???,negative
bus e ekdom masti hise 😅,positive
gaan ta bas bakwas chinta hocche 😭,negative
Gaan ta khub moderate hoy,neutral
coding ta khuuub brilliant dekha jabe ❤️ ...,positive
Sokal ta extreme pelam 😍 :),positive
Assignment ta mone hoy adhure khb khrp 😡!!,negative
ajker dekhi common kora hoy nai,neutral
Movie ta chomokdar pelam,positive
Movie ta sera enjoyyy korlam ✨,positive
Eid er plan vabi nai masti laglo 😂,positive
Traffic ta vabi nai annoying gelo 😭,negative
movie ta eta to agoon chilo 🙌???,positive
oir masti laglo,positive
phone ta common mathay nai,neutral
Weather ta bas thik thak asol 😂,neutral
Sokal ta sotti ok ache asol,neutral
Assignment ta lit dekha jabe ❤️,positive
family te dekhi extreme hoisechilo 💥!!,positive
Internet ta onkta annoying hoilo na,negative
chayer adda ta dekhi onno rokom cupai gelo 😍,positive
chayer adda ta asolei bhalo palam,positive
family te annoying baje lagse,negative
friend ra ghatiya gelo :),negative
chayer adda ta fire enjoy korlam ✨ :),positive
vibe ta ar ki average choltese,neutral
sokal ta puro thik thakkkk hoy,neutral
Exam er thik e ache hoy!!,neutral
coding ta heavy dekha jabe,positive
job ta onekta bakwas atke gelam 🤮,negative
family te commonnnn choltese,neutral
khawa ta sotti average thaake,neutral
amar chalai neya jay choltese 😂,neutral
Eid er plan khub matha nosto kharap hoye gelo,negative
Match ta kono rokom cholteseeee,neutral
amar vabi nai ekdom fresh cupai gelo 🥳!!,positive
brother er shanti palam 🔥,positive
ei onekhta useless gelo,negative
Ei mama thik e ache thaake,neutral
Bazar e vibe ta chomokdar pelam 🔥,positive
Match ta vabi nai heavy laglo ...,positive
Match ta khoob annoying hoilo na ❌,negative
Bus e sotti fire hoyeche ✨,positive
Friend ra fire laglo ✨ 😂,positive
weather ta ki bolbo ghatiya khb kharap 😡,negative
Ajker puro tension er baje lagse 😡,negative
Family te moderate choltese,neutral
sokal ta vabi nai ok ache hoy 🙄,neutral
Ei ki bolbo agoon enjoy korlam ✅,positive
Class er asolei useless chinta hocche ❌ 🙄,negative
Amar puro average thaake,neutral
ajker shunlam useless khoob kharap ❌!!,negative
vibe ta shunlam valo palammmmmm 🙄,positive
Oir onkta average asol,neutral
exam er dekhi fire cupai gelo 🥳,positive
coding ta asolei onno rokom pelam 🥰,positive
Result ta mind blowing enjoy korlam,positive
Result ta sotti kopa enjoyyyyyy korlam,positive
Traffic ta mone hoy chalai neya jay thaakeee???,neutral
Weather ta vabi nai ok ache hoy!!,neutral
bazar e annoying hoye gelo 😡,negative
Traffic ta dekhi common kora hoy nai 🙄,neutral
gaan ta asoleiiiiii common hoy 😂,neutral
Friend ra ki bolbo boring khb khrp,negative
Laptop ta eta to so-so mathay nai,neutral
Amar vabi nai adhure gelo 😞 :),negative
Amar mone hoy op dekha jabe 💥,positive
Ei mone hoy level up cupai gelo ✨???,positive
ajker vibe ta temon bhalo na hoy,neutral
Chayer adda ta dekhi op cupai gelooooo 🔥 :),positive
Oir mind blowing enjoy korlam ...,positive
Traffic ta adhureeee gelo 🤬 😅,negative
exam er ar ki typical mathay nai,neutral
Ajker shanti palam 😅,positive
Oir asolei faka chintaaaaaa hocche,negative
ajker typical mathay nai,neutral
exam er chalai neya jay kora hoy nai,neutral
Khawa ta vabi nai temon blo na kora hoy nai,neutral
phone ta eta to average asol,neutral
Phone ta ekdom average kora hoy nai :),neutral
family te birokto hoilo na 💔 😅,negative
Oir kono rokom hoy,neutral
Laptop ta temon valo na asol ...,neutral
Khawa ta khoob awesome pelam 🔥,positive
Gaan ta vibe ta puro baje hoye gelo 💔 ...,negative
class er onekta common asol???,neutral
Amar faltu gelo,negative
Match ta ekdom kopa laglo 😍 ...,positive
assignment ta useless gelo 🤬,negative
phone ta eta to boring hoilo na,negative
ei kono rokom kora hoy nai,neutral
Bazar e ar ki temon bhalo na thaake,neutral
Traffic ta op cupai gelo!!,positive
Boss er ekdom jossh hoise ...,positive
boss er mama darun laglo 🙄,positive
movie ta ekdom ok ache thaake!!,neutral
eid er plan bas kono rokom hoy 😂,neutral
exam er ki bolbo bakwas khoob kharap 😞,negative
Exam er ar ki shanti enjoy korlam 🥳 :),positive
Review ta onekkkta lit laglo 🔥,positive
brother er just okay asol 😅,neutral
Oir eta to extreme dekha jabe ✅ 😅,positive
Result ta ar ki irritating atke gelam???,negative
Gaan ta khb parlam na gelo 😞,negative
Amar sottiiii useless baje lagse 🤮,negative
Ajker ekdom typical mathay nai :),neutral
assignment ta eta to useless baje lagse 😞,negative
match ta eta to jossh hise 😍 ...,positive
review ta asolei boring hoilo na 😭,negative
Phone ta eta to average thaake???,neutral
ajker vabi nai faka baje lagse 😞,negative
coding ta bas temon bhalo na kora hoy nai ...,neutral
Gaan ta shunlam annoying chinta hocche,negative
assignment ta slow chinta hocche 😞,negative
Bazar e thik thak mathay nai,neutral
brother er typical hoy,neutral
khawa ta onkta fatafati laglo 💥!!,positive
Friendddd ra ki bolbo kono rokom mathay nai 😂,neutral
Internet ta vibe ta slow baje lagse 😡,negative
Internet ta puro temon bhalo na thaake,neutral
Family te khuuub typical mathay nai 😅,neutral
Family te kono rokom thaake :),neutral
Friend ra top class enjoy korlam 😍,positive
Eid er plan puro mojadar hise 💥 😅,positive
oir mone hoy average hoy :),neutral
Phone ta dekhi mojadar hoise 🙌 🙄,positive
Gaan ta ar ki slow hoye gelo ❌,negative
Class er khub temon blo na choltese,neutral
Phone ta ok ache kora hoy nai!!,neutral
match ta sotti temon bhalo na hoy ...,neutral
vibe ta normal mathay nai :),neutral
Weather ta useless baje lagse :),negative
Traffic ta bas adhure chinta hoccheeee 😡???,negative
Weather ta ekdom useless gelo 💔,negative
Vibe ta asolei annoying khub kharaaap 👎 🙄,negative
result ta dekhi annoying atke gelam 🤬,negative
bus e fatafati hoyeche 🥰 ...,positive
Family te zero level khb khrp 😅,negative
Oir puro baje khb kharap 👎,negative
internettt ta khub ghatiya chinta hocche,negative
oir awesome enjoy korlam 😅,positive
Bazar e vabiiiiii nai super palam,positive
Chayer adda ta bas so-so choltese!!,neutral
Vibe ta mone hoy faka gelo :),negative
Match ta onkta zero levelllll khuuub kharaaap,negative
traffic ta sotti faka baje lagse 😭 😅,negative
Internet ta sotti op cupai gelo 🥰 ...,positive
Friend ra ekdom parlam na hoye gelo ❌ 😂,negative
Bus e ki bolbo average thaake,neutral
ei dekhi ghatiya hoye gelo 😭,negative
Exam er sotti chalai neya jay hoy,neutral
internet ta onkta disgusting gelo 😭,negative
brother er super pelam :),positive
Sokal ta mone hoy masti laglo 🥰 😅,positive
Laptop ta eta to top class laglo 😅,positive
laptop ta dekhi temon bhalo na hoy,neutral
Job ta shunlam slow atke gelam 💔???,negative
Result ta dekhi level up laglo 💥 😂,positive
oir ekdom lit pelam ✨,positive
coding ta ar ki shanti palam :),positive
Chayer adda ta sotti faltu gelo,negative
movie ta birokto khb kharaaap 😡,negative
bazar e shunlam sera pelam 😍,positive
Result ta heavy chilo ✅ ...,positive
boss er chomokdarrr pelam,positive
Class er bas fire pelam 💥,positive
Khawa ta khub awesome dekha jabe 🔥,positive
Ajker irritating hoilo na ❌,negative
ei ar ki boring hoilo na 😡,negative
internet ta tension er hoilo na 👎,negative
result ta common choltese!!,neutral
eid er plan level up cupai gelo,positive
class er sotti moderate choltese,neutral
family te super pelam!!,positive
Weather ta sotti mojadar palam 😍???,positive
Bus e shunlam just okay hoy,neutral
laptop ta chalai neya jay asol,neutral
Chayer adda ta puro op dekha jabe 💥 😂,positive
friend ra vibe ta darun pelam???,positive
Traffic ta mone hoy typical hoy ...,neutral
Phone ta eta to ghatiya khb kharaaap,negative
phone ta faltu hoye gelo 🙄,negative
khawa ta puroooooo baje gelo 🤬,negative
Boss er bas thik thak thaake,neutral
Family te agoon cupai gelo ❤️ ...,positive
Bazar e ar ki normal asol???,neutral
result ta khoob irritating baje lagse ❌,negative
Vibe ta asolei thik e ache thaake,neutral
amarrr puro top class hoise 🙌 🙄,positive
Internet ta eta to disgusting atke gelammmmmm 😭,negative
bazar e sotti puro baje atke gelam 🤬,negative
Match ta sotti tension er khub kharaaap 👎 :),negative
Class er onkta ekdom ghorator hoye gelo 🤬,negative
Friend ra asolei waste of time gelo 😭 :),negative
Laptop ta brilliant chilo,positive
Match ta asolei parlam na gelo 😞,negative
Coding ta ar ki normal asol???,neutral
review ta darun palam 😅,positive
Family te vabi nai moderate thaake,neutral
bus e ar ki top class pelam 🥰,positive
Laptop ta vabi nai bhalo hoise 💥,positive
Review ta eta to moderate choltese,neutral
bus e sotti useless gelo 😅,negative
assignment ta puro birokto atke gelam 🤬 :),negative
Ei birokto gelo 😭!!,negative
Bazar e ekdom average choltese :),neutral
Bazar e thik thak kora hoy nai,neutral
Assignment ta ki bolbo masti palam 🙄,positive
amar ar ki bhalo hoyeche,positive
Result ta shunlam ekdom fresh chilo 😂,positive
Chayer adda ta ekdom mind blowing palam ❤️???,positive
ei bas disgusting gelo 🤮,negative
laptop ta eta to mojadar cupai gelo 😅,positive
assignment ta adhure baje lagse,negative
Job ta dekhi useless baje lagse 😡,negative
eid er plan ar ki brilliant dekha jabe 🙌 🙄,positive
oir ki bolbo mojadar chilo,positive
exam er useless hoilo na 😡,negative
friend ra thik thak kora hoy nai :),neutral
Ajker ar ki matha nosto kharap hoilo na 😂,negative
Review ta jossh dekha jabe 🥳 😂,positive
Review ta bas moderate mathay nai,neutral
Assignment ta puro baje hoye gelo 🤮,negative
Sokal ta eta to onno rokom hise 🙌,positive
Match ta ar ki blo cupai gelo 🔥,positive
amar vibe ta so-so hoy,neutral
ajker ar ki thik thak kora hoy nai 🙄,neutral
Review ta bas waste of time hoyeeeeee gelo,negative
Sokal ta sotti just okay mathay nai 🙄,neutral
review ta ki bolbo matha nosto kharap gelo 😞,negative
Class er ki bolbo top class palam,positive
Gaan ta asolei onno rokom chilo 🔥,positive
Gaan ta blo laglo,positive
Assignment ta normal choltese 🙄,neutral
exam er khoob chalai neya jay mathay nai,neutral
Chayer adda ta asolei level up pelam???,positive
assignment ta ki bolbo fire enjoy korlam,positive
Bazar e puro puro baje gelo ❌,negative
exam er khub jossh pelam 🥰 😅,positive
Phone ta masti dekha jabe 💥,positive
exam er ki bolbo agoon chilo ✨,positive
amar average choltese,neutral
Vibe ta super laglo ✨,positive
Brother er bas faka gelo 👎,negative
Bus e ekdom tension er khb kharap :),negative
Eid er plan sotti normal hoy,neutral
movie ta moderate mathay nai???,neutral
Eid er plan ekdom adhure atke gelam 😭 😅,negative
friend ra khoob just okay hoy :),neutral
Bazar e sotti kono rokom asol,neutral
review ta shunlam disgusting atke gelam,negative
class er useless hoye gelo 🤮,negative
Oir asolei normal mathay nai 😅,neutral
Weather ta ar ki average kora hoy nai :),neutral
job ta mojadar enjoy korlam 🙌,positive
Eid er plan eta to faltu baje lagse,negative
Family te onekta darun enjoy korlam 💥,positive
result ta ekdom ok ache hoy,neutral
Job ta vabi nai annoying gelo ❌,negative
Movie ta sotti top class hoyeche 🙄,positive
Oir mone hoy masti hise 🔥,positive
Internet ta ki bolbo just okay mathay nai,neutral
boss er eta to lit dekha jabe ✅,positive
Family te mone hoy typicallllll choltese :),neutral
brother er ekdommm moderate choltese,neutral
brother er eta to chalai neya jay choltese,neutral
Coding ta khub extreme chilo ❤️???,positive
Sokal ta ar ki super dekha jabe ✅,positive
Sokal ta ekdom moderate hoy,neutral
Weather ta mama agoon palam,positive
Vibe ta purooooo thik thak mathay nai,neutral
Sokal ta dekhi waste of time gelo 💔,negative
assignment ta zero level atke gelam 🤮 😅,negative
Weather ta khoob disgusting baje lagse 💔,negative
Assignment ta ar ki sera pelam ✨,positive
weather ta bas annoying atke gelam 👎!!,negative
oir ar ki slow atkeeeee gelam 😭,negative
laptop ta masti laglo 🙌,positive
Bazar e mama just okay hoy???,neutral
Phone ta mama thik thak thaake 😂,neutral
Review ta shunlam level up laglo 🥳,positive
result ta jossh pelam 🥳 😅,positive
Exam er common choltese 😅,neutral
eid er plan mojadar hoyeche ❤️,positive
Exam er ar ki thik thak choltese,neutral
Sokal ta vibe ta faka gelo 🤬,negative
Review ta dekhi zero level hoye gelo 👎,negative
exam er asolei konooo rokom kora hoy nai???,neutral
Traffic ta vibe ta super pelam 🔥,positive
Khawa ta bas slow hoye gelo 👎,negative
brother er onekhta bakwas gelo,negative
Job ta eta to masti pelam 🔥,positive
Oir mastiii palam 💥!!,positive
Gaan ta ar ki birokto atke gelam 🤮,negative
ajker useless atke gelam,negative
internet ta puro awesome pelam ✅,positive
Phone ta faka hoilo na 🤮,negative
result ta puro slow atke gelam 💔,negative
class er ar ki chomokdar pelam,positive
amar ekdom average asol,neutral
result ta vabi nai super palam 🥰,positive
Assignment ta boring chintaaaaa hocche 👎,negative
khawa ta normal kora hoy nai???,neutral
Amar sotti tension er hoye gelo 🤮,negative
Ei heavy cupai gelo 🔥,positive
brother er normal mathay nai,neutral
Eid er plan eta to faka khb kharap 🤮,negative
Internet ta ki bolbo faka chinta hocche 🤮,negative
Gaan ta darun cupai gelo,positive
chayer adda ta khub agoon hoyecheeee 🙌 🙄,positive
Traffic ta puro matha nosto kharaaap khb kharaaap 👎 😅,negative
traffic ta mone hoy thik thak choltese,neutral
Traffic ta ki bolbo ok ache hoy,neutral
sokal ta eta to boring gelo,negative
phone ta matha betha hoilo na 👎,negative
bus e asolei moderate choltese,neutral
Brother er vabi nai disgusting hoye gelo,negative
Review ta khb tension er hoye gelo 🤬,negative
Job ta so-so choltese,neutral
Eid er plan khb mind blowing laglo 🔥 😂,positive
friend ra disgusting hoilo na 👎,negative
Bus e asolei average choltese 😂,neutral
review ta ekdom ghorator hoilo na 🤬,negative
Friend ra puro darun hise ✅???,positive
Sokal ta vibe ta onno rokom hise,positive
match ta chalaiiiiii neya jay thaake 😅,neutral
Phone ta chomokdar cupai gelo 😍,positive
Boss er agoon enjoy korlam 💥,positive
Phone ta vabi nai blo laglo :),positive
Friend ra mama masti chilo!!,positive
Ei so-so thaake ...,neutral
Review ta masti dekha jabe,positive
Khawa ta ar ki kopa palam 🔥 :),positive
Exam er sotti common choltese,neutral
result ta eta to just okay kora hoy nai 😂,neutral
Friend ra asolei awesome cupai gelo,positive
vibeeeeee ta asolei common asol :),neutral
ei thik thak mathay nai,neutral
khawa ta bakwas khb kharap 😞,negative
assignment ta asolei zero level hoilo na 💔,negative
Ajker heavyyyyyy palam ✅,positive
laptop ta eta to sera dekha jabe 🙌 😂,positive
Family te puro boring khoob kharaaap 🙄,negative
Brother er masti enjoy korlam,positive
brother er khuuub common asolll,neutral
brother er chalai neya jay mathay nai ...,neutral
Weather ta ki bolbo faka hoilo na 🙄,negative
assignment ta chalai neya jay kora hoy nai 😅,neutral
Chayer adda ta mama chomokdar dekha jabe ...,positive
Coding ta puro kopa laglo,positive
internet ta puro chalai neya jay thaake,neutral
ajker puro waste of time gelo!!,negative
Result ta zero level baje lagse 👎 😂,negative
bazar e shunlam average choltese,neutral
Job ta vabi nai typical kora hoy nai,neutral
Khawa ta bas temon blo na mathay nai ...,neutral
Khawaaaa ta puro baje hoilo na ❌,negative
Traffic ta awesome pelam,positive
exammmm er ekdom fatafati enjoy korlam 🥳,positive
Gaan ta shunlam waste of time chinta hocche 😡!!,negative
Phone ta darun dekha jabe ✨,positive
Brother er puro awesome hoise 🙄,positive
Bazar e khb just okayyyy thaake :),neutral
oir puro thik thak thaake,neutral
